,Unnamed: 0,Company_Name,Email_Address,Phone_Number,Address
430,430,Citicon Adhinugraha,arevaballoon@.......co.id,021 53670077,"Menara Citicon, Jakarta Barat Jakarta, 11410"
431,431,CV.Multi Gemilang,,0821-3028-9789,"Jl.Pesantren No.112 Cibabat Kota Cimahi, Cimahi East Java, 40513"
432,432,rijqyi motor plus,rizal.marketing@.......net.id,0857-7658-5848,"kp cigola,, Bogor West Java, 16630"
433,433,Khatulistiwa Mandiri,gery_liong@.......com,0561 721561,"Jl. KH A. Dahlan No 79, Pontianak West Kalimantan, 78113"
434,434,Seven Auto Salon,mandiri_motor@.......com,0623 15010202,
435,435,PT. MUTIARA TIGA BERLIAN,methajayateknik@.......co.id,0813-1056-5613,"Jl. D.I. Panjaitan No. 7, Jakarta Timur Jakarta, 13410"
436,436,PT Sharprindo Dinamika Prima,wahyu.away87@.......com,0857-1751-1186,"Jl. Industri Raya Blok A No 6, Tangerang Banten, 15313"
437,437,Totalindo Mandiri,info_multi19@.......com,0542 8879087,"Jl,Mt Haryono, Kompleks Ruko BDI Blok 1/3, Balikpapan Kalimantan Timur, 76114"
438,438,servis trapo.servis motor generator,,0813-1777-7486,"cikeas gunung putri bogor, bogor Jakarta, 17151"
439,439,Rembrandt Crystal,imanmmaulana@.......co.id,,
440,440,Asahi Plas,,0627 78471811,
441,441,Brit Cycle,,021 5853724,"Jl. Raya Pesanggrahan No. 38C, Jakarta Barat Jakarta, 80122"
442,442,"CIPTA MANUNGGAL PERSADA, CV",mutiaratigaberlian@.......com,0818-0633-4672,"JL. Tipar Cakung Sukapura, Jakarta Jakarta, 14140"
443,443,Pc print,cipta.mansada@.......com,021 27071595,"Jl. Karttini 9, No.1, DKI Jakart Jakarta, 10750"
444,444,Rio Dinata,,0812-8489-3433,"JL.Utan Kayu Raya no 105B Jaktim, Jakarta Timur Jakarta, 13120"
445,445,SERVICE GENSET & PANEL AMF / ATS,sonymarsono2@.......com,0813-1422-0221,"JL. Bango Ciater Villa Mellia Rawa Kalong Gunung Sindur, Bogor, West Java 16115"
446,446,Puriwedding,sales@.......com,0627 923993,
447,447,Gaya Baru Motor,,,"Jl Enggano 95, Jakarta"
448,448,Superis,sales@.......com,031 5996629,"Jl Klampis Jaya 25 E, Surabaya"
449,449,Budi Jaya Bengkel,,021 7669439,"Jl Ciputat Raya 6, Jakarta"
450,450,Setia Kawan Motor Toko,service_genset@.......com,031 5340163,"Jl Walikota Mustajab 44-46, Surabaya"
451,451,Rekayasa Motor Ud,,031 8418920,"Jl Raya Rungkut 7, Surabaya"
452,452,Rizki Motor Bengkel,,031 5990278,"Jl Manyar Sabrangan 114, Surabaya"
453,453,Patriotindus Tritama Pt,,021 6405546,"Jl Danau Sunter Brt Bl A-1/3, Jakarta"
454,454,Honda Service,mamanups@.......com,061 4515609,"Jl Dr Wahidin 6 K, Medan"
455,455,Serba Toko,info@.......com,031 3537714,"Jl Indrapura 14, Surabaya"
456,456,Swanindo Sakti Motor Pt,,021 7292030,"Jl Ciputat Raya 1, Jakarta"
457,457,Graha Motor Bengkel,,031 5668932,"Jl Dukuh Kupang Brt 32/39, Surabaya"
458,458,Sumber Jaya Intemusa Pt,,021 3858802,"Jl Krekot Bunder Iv/127, Jakarta"
459,459,Seraya Motor Ud,,031 5342257,"Jl Kedungdoro 167, Surabaya"
460,460,Trio Jaya Toko,,021 5688653,"Jl Raya Kedoya 9, Jakarta"
461,461,Surabita Prasidha Pt,,031 5327516,"Jl Undaan Wetan 90, Surabaya"
462,462,Saudara Tengah Cv,sales@.......com,061 8450815,"Jl Tanjung I/165, Medan"
463,463,Fariasi Toko,,031 5323363,"Jl Tidar 116, Surabaya"
464,464,Service Ahass Bengkel,,031 8496446,"Jl Raya Kali Rungkut 56 B, Surabaya"
465,465,Zen Motor,,031 5681004,"Jl Raya Gunungsari Ii/100, Surabaya"
466,466,Yanto Motor Pd,,021 8604505,"Jl Kejaksaan 5, Jakarta"
467,467,Waru Jaya Motor,,031 8533965,"Jl Raya Waru 22, Surabaya"
468,468,Teguh Motor Bengkel,,031 5313862,"Jl Psr Kembang 84, Surabaya"
469,469,Jaya Motor Cv,,021 8656735,"Jl Raya Kalimalang 1, Jakarta"
470,470,Hendro Toko,,031 5311955,"Jl Kedungdoro 80 A, Surabaya"
471,471,Galur Kawasaki Motor,hermas.nikolas@.......com,021 4255908,"Jl Tanah Tinggi Tmr 4 C, Jakarta"
472,472,Bintang Anugerah Toko,,061 4551337,"Jl Dr Wahidin 47, Medan"
473,473,Sampuma Motor Ud,,031 3985803,"Jl Jend A Yani 45 Gs, Surabaya"
474,474,Aneka Motor Ii,,021 7414871,"Jl Pajajaran Raya 3, Jakarta"
475,475,Remaja Service,,061 7866683,"Jl Sisingamangaraja 360, Medan"
476,476,Emma Jaya Bengkel,,031 5340986,"Jl Embong Malang 78 B, Surabaya"
477,477,Aneka Jaya Toko,,021 6327225,"Jl Biak 5 E, Jakarta"
478,478,Mujur Motor Toko,,061 4150395,"Jl Mesjid 119 A, Medan"
479,479,Laris Jaya Motor,,021 8463775,"Jl Jatiwaringin Raya 53, Jakarta"
480,480,Joko Motor,,031 3729066,"Jl Kedung Cowek 145, Surabaya"
481,481,Glory Motor Ud,,031 3760866,"Jl Sidodadi Iv/43, Surabaya"
482,482,Gembira Jaya Motor Toko,,031 5932091,"Jl Manyar 59 E, Surabaya"
483,483,Dunia Jaya Motor,,021 7220913,"Jl Wolter Monginsidi 129 B, Jakarta"
484,484,Cirebon Toko,,061 7368428,"Jl Dr Sutomo 158, Medan"
485,485,Bioli Lestari,,031 8792309,"Jl Gununganyar Tambak 118-119, Surabaya"
486,486,Bintoro Jaya Motor,,031 5616152,"Jl Ruko Permata Bintoro Kav 112-115, Surabaya"
487,487,Jaya Abadi Motor,,021 7971049,"Jl Buncit Raya Pulo 7, Jakarta"
488,488,Sani Bengkel,,031 8475354,"Jl Jagir Wonokromo 10, Surabaya"
489,489,Samudra Daya Prima Nusa Pt,,021 6493040,"Jl Karanganyar Raya 53-54 Bl B/22, Jakarta"
490,490,Fajar Toko,,031 5323835,"Jl Bubutan 21, Surabaya"
491,491,Alfa Motor Bengkel,,031 5011205,"Jl Ngagel Rejo Kidul 73, Surabaya"
492,492,Ahas Nur Motor,rio.dinataptdjk@.......com,031 3948181,"Jl Pemuda 17 Sdy, Surabaya"
493,493,Panca Motor Cv,,021 7235655,"Jl Panjang 3, Jakarta"
494,494,Jitu Sepeda Motor,,061 6613207,"Jl Dr Sutomo Ujung 52, Medan"
495,495,Jati Motor,,031 5925463,"Jl Semolowaru 46, Surabaya"
496,496,Ginting Jaya Motor,,061 8212679,"Jl Letjen Jamin Ginting 95, Medan"
497,497,Harapan Jaya Toko,,061 4148112,"Jl Jend Gatot Subroto 172/46, Medan"
498,498,Riama Jaya Toko,,061 4574032,"Jl Surakarta 8, Medan"
499,499,Bintang Terang Makmur Toko,,061 4512904,"Jl Mesjid 112, Medan"
500,500,Aneka Kedoya Motor,,021 5806376,"Jl Kedoya Duri Raya E-2/30-B, Jakarta"
501,501,Andalas Toko,,061 4145766,"Jl Surakarta 44/64, Medan"
502,502,Valqua Indonesia Pt,,031 7405548,"Jl Raya Banjar Sugihan 7, Surabaya"
503,503,Tiger 2000 Honda Motor Cv,,061 4571134,"Jl Jend Gatot Subroto 63/83 B, Medan"
504,504,Prima Jaya Motor,,021 7500095,"Jl Ciputat Raya 22, Jakarta"
505,505,Sumber Mas Toko,,061 4570411,"Jl Surakarta 19 B, Medan"
506,506,Selly Toko,,061 4156160,"Jl Surakarta 8 A, Medan"
507,507,Rezeki Motor Toko,,031 5048850,"Jl Kapas Krampung 132, Surabaya"
508,508,Rahman Motor Ud,,031 3559359,"Jl Indrapura 4, Surabaya"
509,509,Yamaha Toko,,021 7392138,"Jl Rs Fatmawati 15 F, Jakarta"
510,510,Tri Surya Motor Bengkel,,031 8495287,"Jl Raya Kalirungkut 102, Surabaya"
511,511,Visi Cakrawala Pratama,,031 5632756,"Kompl Ruko Villa Bukitmas Rf 9, Surabaya"
512,512,Serasi Toko,,061 8215090,"Jl Dr Setiabudi 96 C, Medan"
513,513,Rejeki Toko,,031 5340111,"Jl Raden Saleh 24, Surabaya"
514,514,Rezeki Baru,,061 4519170,"Jl Perdana 89, Medan"
515,515,Serba Jaya Toko,,061 7341004,"Jl Dr Sutomo 104, Medan"
516,516,Waru Agung Motor Ud,,031 8536472,"Jl Brigjen Katamso Ii/9, Surabaya"
517,517,Sumber Service,,061 8459480,"Jl Jend Gatot Subroto 18, Medan"
518,518,Tunas Harapan,,031 7482759,"Jl Margomulyo Permai G/20, Surabaya"
519,519,Rezeki Motor Toko,,061 8213156,"Jl Letjen Jamin Ginting 480 B/112, Medan"
520,520,Puri Toko,,031 5323727,"Jl Pasar Kembang 75, Surabaya"
521,521,Restu Motor Toko,,031 5313866,"Jl Psr Loak Dupak Rukun I/I/21, Surabaya"
522,522,Kurnia Sembada Pd,,021 6196501,"Jl Daan Mogot Km 14/23-24, Jakarta"
523,523,Sriwidjaja Pd,,021 3860448,"Jl H Samanhudi 30, Jakarta"
524,524,Harapan Maju Toko,,061 8215005,"Jl Dr Setiabudi 81 I, Medan"
525,525,Hidayah Bengkel,,021 8742935,"Jl Gas Alam Rt 07/Rw 05, Jakarta"
526,526,Bina Motor Toko,,061 4564968,"Jl Jend Gatot Subroto 5, Medan"
527,527,Maju Motor Toko,,061 4516663,"Jl Jend A Yani Iv/17, Medan"
528,528,Bali Jaya Toko,,061 4516427,"Jl Mesjid 51, Medan"
529,529,Kawan Kita Toko,,021 6314750,"Jl Prof Dr Latumeten 20 Bb, Jakarta"
530,530,Kusuma Jaya Motor,,031 5669245,"Jl Dukuh Kupang Brt 23, Surabaya"
531,531,Honda Lamro Toko,,061 4157720,"Jl Prof Hm Yamin Sh 224 I, Medan"
532,532,Seraya Motor Ud,,031 5318703,"Jl Kedungsari 86 B, Surabaya"
533,533,Gembira Jaya Ud,,031 5932091,"Jl Manyar 59 E, Surabaya"
534,534,Cahaya Service,,061 4519799,"Jl Mesjid 168 B, Medan"
535,535,Medan Jaya Toko,,061 7361206,"Jl Asia 184 E, Medan"
536,536,Harapan Jaya Toko,,031 5327174,"Jl Kedungsari 4, Surabaya"
537,537,Harapan Baru Service,,061 4514022,"Jl Mesjid 163 A, Medan"
538,538,Meganusa Semesta Pt,,061 4155678,"Jl Jend Gatot Subroto 198 A, Medan"
539,539,Nina Motor Bengkel,,031 5944965,"Jl Manyar 61, Surabaya"
540,540,Iskandar Motor Pd,,021 8190045,"Jl Otto Iskandardinata Raya 45, Jakarta"
541,541,Duta Mahajaya Pt,,061 4156007,"Jl Letjen Haryono Mt 2 Abc, Medan"
542,542,Daichi Indonesia Pt,,031 3570123,"Jl Dupak 36, Surabaya"
543,543,Asli Jaya Toko,,061 4512281,"Jl Mesjid 65, Medan"
544,544,Laris Toko,,031 8678615,"Jl Rungkut Menanggal 32, Surabaya"
545,545,Inti Jaya Motor,,031 3714458,"Jl Kapas Krampung 119 A, Surabaya"
546,546,Hongkong Service,,061 4516844,"Jl Mesjid 18, Medan"
547,547,Hero Service,,061 4530646,"Jl Kelapa 8 F, Medan"
548,548,Kurnia Jaya Motor,,021 8703151,"Jl Raya Bogor Km 27/28, Jakarta"
549,549,Karmel Bengkel,,021 4535181,"Jl Boulevard Raya Bl Qj-3/28, Jakarta"
550,550,Sumber Mas Toko,,061 4517107,"Jl Mesjid 107, Medan"
551,551,Surya Motor Ud,,031 5328042,"Jl Kedungdoro 80 V-W, Surabaya"
552,552,Karomah Toko,,031 5461710,"Jl Psr Dupak Rukun Iii B/9, Surabaya"
553,553,Serba Motor Toko,,031 5464370,"Jl Raden Saleh 59 E, Surabaya"
554,554,Sinar Jaya Motor,,031 3528573,"Jl Indrapura 12, Surabaya"
555,555,Kusuma Jaya Toko,,031 5672510,"Jl Raya Dukuh Kupang Brt 23, Surabaya"
556,556,Hari Sani Toko,,061 4518499,"Jl Mesjid 36, Medan"
557,557,Rapi Toko,,061 4519621,"Jl Mesjid 63, Medan"
558,558,Jaya Pratama,,061 7362210,"Jl Dr Sutomo 167 A, Medan"
559,559,Inti Roda Makmur,,021 5407046,"Jl Raya Serang Km 5, Jakarta"
560,560,Mewah Toko,,061 4571141,"Jl Surakarta 91, Medan"
561,561,Multiparts Prima Industri Pt,,031 7507047,"Jl Raya Cangkir 73, Surabaya"
562,562,Sudarso Service,,061 6617103,"Jl Kom L Yos Sudarso 1 Q/225, Medan"
563,563,Sigma Anekakarya Indah Pt,,022 5400342,"Jl Kopo 572, Bandung"
564,564,Resky Baru Toko,,031 5324175,"Jl Kedungdoro 189, Surabaya"
565,565,Muda Toko,,061 4514904,"Jl Mesjid 111, Medan"
566,566,Cahaya Baru Pd,,021 4209191,"Jl Angkasa 2, Jakarta"
567,567,Mitra Bengkel,,031 8287901,"Jl Pulo Wonokromo 176, Surabaya"
568,568,Lm Motor Bengkel,,031 5465680,"Jl Tidar 264, Surabaya"
569,569,Eka Sakti,,021 4250867,"Jl Stasiun Senen 49, Jakarta"
570,570,Varia Insan Mekarindo Pt,,061 6629555,"Jl Kom L Yos Sudarso 28, Medan"
571,571,Citra Motor Toko,,061 4157479,"Jl Surakarta 21/97, Medan"
572,572,Bintang Asia Toko,,031 5456362,"Jl Tidar 240, Surabaya"
573,573,Nasri Sinar Baru,,061 4147083,"Jl Surakarta 8, Medan"
574,574,Murah Jaya Abadi Bengkel,,021 7432190,"Jl Dewi Sartika 119 A, Jakarta"
575,575,Sumber Jaya Toko,,021 3841211,"Jl S Wiryopranoto 20, Jakarta"
576,576,Apolo Motor Toko,,031 5467123,"Jl Jend Urip Sumoharjo 40, Surabaya"
577,577,Aneka Jaya,,021 7267146,"Jl Arteri Pd Indah 6, Jakarta"
578,578,Adi Motor,,031 7317145,"Jl Darmo Indah Sari Kr Bl Dd-2/22, Surabaya"
579,579,Prima Motor Bengkel,,021 3812437,"Jl Abd Muis 78 A, Jakarta"
580,580,Bhineka Jaya Iii,,021 7253459,"Jl Ciputat Raya 2, Jakarta"
581,581,Sumber Barokah Bengkel,,031 8498651,"Jl Rungkut Menanggal 26, Surabaya"
582,582,Selecta Service,,061 4570027,"Jl Merbabu 23 H, Medan"
583,583,Akor Toko,,031 3766249,"Jl Sidotopo Wetan 247, Surabaya"
584,584,Sentolang Bengkel,,031 3981370,"Jl Veteran 140 A Gs, Surabaya"
585,585,168 Service,,061 4558430,"Jl Prof Hm Yamin Sh 319, Medan"
586,586,Polonia Toko,,021 8012141,"Jl Raya Bogor 70, Jakarta"
587,587,Navy'S,,021 4534448,"Jl Boulevard Tmr Bl Cb/1 Kompl Auto Sv 2000, Jakarta"
588,588,Medan Mitra Niaga Pt,,061 4158802,"Jl Pemuda 18 Defg, Medan"
589,589,Bengkel Arm Motor,,031 3976767,"Jl Veteran 175 Gs, Surabaya"
590,590,Makmur Toko,,061 7361663,"Jl Asia 196, Medan"
591,591,Serba Jadi Service,,061 4515322,"Jl Mesjid 22, Medan"
592,592,Selamat Motor Toko,,061 7341241,"Jl Gandhi 39, Medan"
593,593,Roni Jaya Ud,,031 5926209,"Jl Dharmahusada 28 C, Surabaya"
594,594,Remaja Toko,,061 4154831,"Jl Mesjid 95, Medan"
595,595,Sinar Makmur Ud,,031 5342355,"Jl Bubutan 158, Surabaya"
596,596,Mabua Harley-Davidson Pt,,021 75906606,"Jl Rs Fatmawati 14, Jakarta"
597,597,Grace Motor Ud,,031 3982545,"Jl Dr Wahidin Sudirohusodo 16 Gs, Surabaya"
598,598,Jaya Abadi Bengkel,,021 6006732,"Jl Mangga Besar 13/2, Jakarta"
599,599,Utama Motor Ud,,031 5343991,"Jl Urip Sumoharjo 70, Surabaya"
600,600,Trio Jaya Toko,,021 6012357,"Jl Kb Jeruk Iii/24-26, Jakarta"
601,601,Djakarta Motor Toko,,021 6396445,"Jl Tmn Sari Iv/17, Jakarta"
602,602,Dewata Toko,,061 4145177,"Jl Surakarta 19 A, Medan"
603,603,Umar Bengkel,,021 7946776,"Jl Buncit Raya 4, Jakarta"
604,604,Pro Se Toko,,021 6012359,"Jl Kb Jeruk Iii/25 B-C, Jakarta"
605,605,Nurman Senatama Pt,,021 7942460,"Jl Rawajati Raya Kalibata Indah Am 8-9, Jakarta"
606,606,Basuki Motor Bengkel,,031 5623986,"Jl Dinoyo 75 A, Surabaya"
607,607,Sumber Multi Hasta Pratama Pt,,021 6324702,"Jl Cideng Tmr 15 F, Jakarta"
608,608,Sumber Jaya Abadi Toko,,031 5341376,"Jl Undaan Kulon 75, Surabaya"
609,609,Jaya Motor Toko,,061 4142968,"Jl Surakarta 9, Medan"
610,610,Empat Jaya Toko,,061 4512695,"Jl Mesjid 101, Medan"
611,611,Eka Lancar Ud,,021 5457255,"Jl Vikamas Slt I/7, Jakarta"
612,612,Champion Toko,,061 6620188,"Jl Kom L Yos Sudarso 197 C, Medan"
613,613,Cahaya Hasil Pd,,031 5452290,"Jl Semarang 51, Surabaya"
614,614,Arena Cahaya Cempaka Pt,,061 7863332,"Gg Ladang 35 A, Medan"
615,615,Amin Motor Toko,,061 6618261,"Jl Kom L Yos Sudarso 199/37, Medan"
616,616,Wahana Kawan Sejati Sakti Pt,,031 5340454,"Jl Urip Sumoharjo 53, Surabaya"
617,617,Vespa Agung Motor,,031 5310429,"Jl Bubutan 107 A, Surabaya"
618,618,Setia Budi Nv,,021 34832051,"Jl Lautze 38 A, Jakarta"
619,619,Setia Harapan Toko,,061 4147083,"Jl Surakarta 8, Medan"
620,620,Multi Perdana,,021 6495638,"Jl Kb Jeruk Iii/62, Jakarta"
621,621,Kumala Jaya Motor,,021 8705745,"Jl Kelapa Dua Wetan 2, Jakarta"
622,622,Kartika Motor Toko,,021 5485522,"Jl Palmerah Brt 38-A Bl A-7, Jakarta"
623,623,Giat Toko,,061 4516981,"Jl Mesjid 75, Medan"
624,624,Aneka Motor I,,021 7402704,"Jl Ir H Juanda 33, Jakarta"
625,625,Hidup Baru Ud,,031 8294463,"Jl Pulo Wonokromo 127, Surabaya"
626,626,Garuda Jaya Motor,,021 7292948,"Jl Ciputat Raya 23, Jakarta"
627,627,Fajar Baru Pd,,031 5342612,"Jl Ngaglik 2 F, Surabaya"
628,628,Aneka Motor Iii,,021 7424513,"Jl Laks L Re Martadinata 35, Jakarta"
629,629,Rahmat Bengkel,,031 8295749,"Jl Pulo Wonokromo 302, Surabaya"
630,630,Nitto Toko,,061 4511139,"Jl Mesjid 120, Medan"
631,631,Maju Motor Toko,,031 5484945,"Jl Dupak Rukun Ii Bl Cc/3, Surabaya"
632,632,Mancung Ud,,031 3815646,"Jl Karang Asem Iv/6, Surabaya"
633,633,Liberty Motor,,031 5342227,"Jl Kedung Doro 66-A, Surabaya"
634,634,Jaya Makmur Toko,,021 8509076,"Jl Otto Iskandardinata Raya 45, Jakarta"
635,635,Jaya Agung Motor,,021 7501360,"Jl Ciputat Raya 12 B, Jakarta"
636,636,Jati Motor Toko,,021 8007161,"Jl Raya Bogor Km 19/103, Jakarta"
637,637,Gama Motor Pt,,031 3550288,"Jl Indrapura 22-A, Surabaya"
638,638,Central Toko,,061 6614129,"Jl Kom L Yos Sudarso 195/31, Medan"
639,639,Sukajaya Bengkel,,021 6193161,"Jl Daan Mogot Km 14, Jakarta"
640,640,Suriana Sinar Motor,,021 5349820,"Jl Palmerah Brt 21 E, Jakarta"
641,641,Astoria Ud,,031 5314250,"Jl Kedungdoro 201 A, Surabaya"
642,642,Anda Toko,,021 5555024,"Jl Raya Dadap 10, Jakarta"
643,643,Sepakat Motor Toko,,061 8212858,"Jl Letjen Jamin Ginting 62, Medan"
644,644,Pasific Motor Ud,,031 5477967,"Jl Baliwerti 58, Surabaya"
645,645,Nusantara Ud,,031 5318403,"Jl Jend Basuki Rachmad 53-55, Surabaya"
646,646,Mitra Berkah,,021 8730145,"Jl Pd Cibubur Bl H/2, Jakarta"
647,647,Naga Mas Toko,,061 4570423,"Jl Surakarta 19/93, Medan"
648,648,Maju Toko,,061 4533352,"Jl Brigjen Katamso 82 E/182, Medan"
649,649,Hidayah Motor Ud,,031 5041765,"Jl Ngagel Rejo 25, Surabaya"
650,650,Honda Ahass Langoan Jaya Bengkel,,031 5670471,"Jl Gunungsari I/42-44, Surabaya"
651,651,Adhi Putra Motor,,0819-0648-9538,"Jl. Pegantungan Baru no.37 B pasar baru Cilegon, Cilegon Banten, 42411"
652,652,Majujayamotor,,,"Lodan raya, Jakarta Jakarta, 14350"
653,653,Jagir Electric,,031 5025923,"Jl Ngagel Jaya Selatan 39 C, Surabaya"
654,654,Medi Turbo Lestari,,061 4524905,"Jl Airtangga 9 C, Medan"
655,655,Bina Niaga Multiusaha,,021 89830472,"Jl Industri Selatan 4, Bekasi West Java, 17530"
656,656,Euroasiatic Jaya Pt,,061 4538607,"Jl Imam Bonjol 16 D Bbd, Medan"
657,657,Vickers Handal Maju Cv,,061 7365178,"Jl Tembaga 3 Cc, Medan"
658,658,Pusaka Tandi Pt,,061 4145152,"Jl Kirana 47, Medan"
659,659,Kencana Sales & Service,,031 7314388,"Jl Simpang Darmo Permai Utr 7, Surabaya"
660,660,International Combustion Technic Pte Ltd,,,"194 Pandan Loop #04-15 (S'Pore), Surabaya"
661,661,Guna Karya Cv,,031 5047335,"Jl Krukah Slt Vii B/15, Surabaya"
662,662,Melindo Raya Sejati Pt,,061 6616133,"Jl Pematang Pasir 27, Medan"
663,663,Tifone Sport,,0626 14143154,"Jl.Pangeran Diponegoro 15C, Medan North Sumatra, 20152"
664,664,GLOBAL METALS CONSULTANCY,,,"&quot;HARI KRISHNA NIVAS&quot;, OPP. KRISHNA COLONY - 2, 58DIGVIJAY PLOT,, JAMNAGAR Bali, 361005"
665,665,Milenia Mitra Harmoni,,021 3510251,"Jl. Pasar baru timur dalam No. 6C, Jakarta Jakarta, 10710"
666,666,Konecranes,,031 7496100,"Jl. Margomulyo 46, Angtropolis Commercial Biz Estate Blok B71-72, Surabaya East Java, 60177"
667,667,Timezone Samasta Jimbaran - Arcade Games & Kids Birthday Party Venue,,0361 4725847,"Jalan Wanagiri, Kabupaten Badung Bali, 80361"
668,668,Timezone Kepri Mall - Arcade Games & Kids Birthday Party Venue,,0778 7490037,"Jalan Sudirman, Kota Batam Kepulauan Riau, 29432"
669,669,Timezone Mall Kartini - Arcade Games & Kids Birthday Party Venue,,0721 242345,"Jl. Kartini, Kota Bandar Lampung Lampung, 35112"
670,670,Timezone Klaten Plaza - Arcade Games & Kids Birthday Party Venue,,0272 325775,"75 Jalan Pemuda, Kabupaten Klaten Jawa Tengah, 57411"
671,671,HUMADECO,,0622 17652711,"Pondok Pinang Center BR12, DKI Jakarta Jakarta, 12310"
672,672,"EKS Metal Hardware Manufacturing Co., Ltd",,,"GUBENG AIRLANGGA III, Surabaya East Java, 60286"
673,673,"Alat Berat China - LonKing (Forklift, Excavator, Wheel Loader)",,0813-2807-1606,"Cengkareng, Jakarta Barat Jakarta, 10000"
674,674,PT. ARTA BEEF,,021 84309277,"Alam Raya 1 Blok M2 No.14, Bekasi West Java, 17117"
675,675,Dieselindo,,0622 16507761,"Jl Agung Timur IX Blk N-1 Kav1B, Jakarta Jakarta, 14350"
676,676,Sinar Jaya Motor,,061 4565466,"Jl Mh Thamrin 76 C, Medan"
677,677,Gaza Motor Pt,,031 5019471,"Jl Dharmawangsa 80 X, Surabaya"
678,678,Duta Jaya Motor,,061 4560736,"Jl Mh Thamrin 51, Medan"
679,679,Arena Motor,,021 7250823,"Jl Ciputat Raya 336, Jakarta"
680,680,Sudi Motor Ud,,061 8452736,"Jl Helvetia By Pass 271, Medan"
681,681,Graha Wirabuana Motor City,,021 3850294,"Jl Abdul Muis 24-26, Jakarta"
682,682,Utomo Motor Honda,,031 5674457,"Jl Raya P Diponegoro 237, Surabaya"
683,683,Dutasemeru Utama Pt,,021 4523311,"Jl Perintis Kemerdekaan, Jakarta"
684,684,Sido Agung Ud,,031 5343982,"Jl Walikota Mustajab 56, Surabaya"
685,685,Satria Motor,,061 7344650,"Jl Sutrisno 50 A/94, Medan"
686,686,Trimurti Motor Ud,,031 8430348,"Jl Tmn Kendangsari 19, Surabaya"
687,687,Utama Motor Pt,,031 5664181,"Jl Pandegiling 91-93, Surabaya"
688,688,Wuyang Pt,,031 5025782,"Jl Kertajaya 164, Surabaya"
689,689,Sentral Yamaha,,061 4521884,"Jl H Adam Malik 32-34, Medan"
690,690,Leo Asia Motor,,061 7363600,"Jl Asia 147 L, Medan"
691,691,Karya Hidup Pt,,031 5323702,"Jl Kedungdoro 80/I A-C, Surabaya"
692,692,Warsito Racing,,021 9142468,"Jl Raya Utan Panjang Iii, Jakarta"
693,693,Usaha Motor,,061 4534352,"Jl Brigjen Katamso 170, Medan"
694,694,Duta Motor Ud,,031 5345419,"Jl Undaan Kulon 105, Surabaya"
695,695,Dian Dwi Putra Pt,,021 4610183,"Jl Rawa Gelam V Bl B 5/11-12, Jakarta"
696,696,Champion Motor,,031 3769779,"Jl Pecindilan 72, Surabaya"
697,697,Champion Motor,,021 5323139,"Jl Raya Kb Jeruk 9, Jakarta"
698,698,Rahayu Motor Ud,,031 3981468,"Jl Veteran 64-68 Gs, Surabaya"
699,699,Wijaya Toko,,061 7368690,"Jl Asia 90/136, Medan"
700,700,Bahagia Delapan Saudara Pt,,061 7347708,"Jl Ir H Juanda Baru 11, Medan"
701,701,Suzuki Djaja Pd,,021 3857646,"Jl Senen Raya 53, Jakarta"
702,702,Mulia Jaya Ud,,031 5322752,"Jl Kedungdoro 52 B, Surabaya"
703,703,Kencanasari Ud,,031 5315162,"Jl Tunjungan 90, Surabaya"
704,704,Cis Motor,,061 4551942,"Jl Jend Gatot Subroto 277, Medan"
705,705,Subur Jaya Ud,,031 5344415,"Jl Peneleh 174, Surabaya"
706,706,Yanita Perdana Cv,,031 7995183,"Ds Kandangan Km 45 Crm, Surabaya"
707,707,Molek Motor,,061 4514728,"Jl Jend Gatot Subroto 12/150 Q, Medan"
708,708,Indojakarta Motor Gemilang Pt,,031 5018401,"Jl Pucang Anom Tmr 46, Surabaya"
709,709,Bintang Motor,,061 4565216,"Jl Prof Hm Yamin Sh 23 W, Medan"
710,710,Capella Dinamik Nusantara Pt,,061 4524418,"Jl Sekip Baru 3-5, Medan"
711,711,Bs Motor,,061 4514346,"Jl Jend A Yani Iv/7, Medan"
712,712,Bintang Jaya,,061 4512946,"Jl Prof Hm Yamin Sh 23 M, Medan"
713,713,Pusat Motor Ud,,031 5672977,"Jl P Diponegoro 239, Surabaya"
714,714,Raja Motor Nusantara Pt,,061 4536133,"Jl Prof Hm Yamin Sh 8-8 A, Medan"
715,715,Multipro Adiguna Semesta Pt,,021 6303373,"Jl Kh Hasyim Ashari Pus Niaga Roxy Mas Bl D 2/12 A-14, Jakarta"
716,716,Benteng Honda Motor Ud,,061 8464378,"Jl Kapt Muslim 182, Medan"
717,717,Mitra Utama Cv,,061 7348938,"Jl Letda Sujono 55-56, Medan"
718,718,Citraagung Motor,,021 6592455,"Jl S Wiryopranoto 43, Jakarta"
719,719,Bahagia Motors Toko,,021 3849480,"Jl Jatibaru 40, Jakarta"
720,720,Polaris Variasi,,021 6592128,"Jl Kb Jeruk Iii/51, Jakarta"
721,721,Mendaki Prima Lestari Pt,,031 5459957,"Jl Jend Basuki Rachmad 44, Surabaya"
722,722,Kalisari Agung Motor Pt,,031 5030067,"Jl Ngaglik 48 B, Surabaya"
723,723,Chandra Motor,,021 6292590,"Jl Kb Jeruk Iii/14, Jakarta"
724,724,Rezeki Motor,,061 7030122,"Jl Deli Tua Km 11/8 A-B, Medan"
